1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,27,21,28,1,1,1,1,27,21,21,21,21,21,21,21,21,28,1
1,1,23,3,24,7,7,7,7,23,29,22,22,22,22,22,22,22,25,1
1,1,26,22,25,1,1,1,1,23,24,1,8,1,1,1,1,1,1,1
1,1,1,8,1,1,1,1,1,26,25,1,10,1,1,1,1,1,1,1
1,1,1,8,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,1,8,1,1,1,1,1,1,1,27,21,21,21,21,21,21,28,1
1,1,1,8,1,1,1,1,1,1,1,23,9,2,2,2,2,9,24,1
1,1,1,8,1,1,1,4,4,4,1,23,9,9,2,2,2,2,24,1
1,1,1,8,1,1,1,4,4,4,1,23,9,2,2,2,9,2,24,1
1,27,21,21,21,21,21,21,21,28,1,26,22,22,22,30,2,2,24,1
1,23,2,2,2,2,9,9,9,24,1,1,1,1,1,23,9,2,24,1
1,23,2,2,2,2,2,9,2,24,7,7,7,7,7,23,2,2,24,1
1,23,2,2,2,2,29,22,30,24,1,1,1,1,1,23,2,9,24,1
1,23,2,2,2,2,24,1,23,24,1,1,1,1,1,23,2,2,24,1
1,23,2,2,2,2,24,1,23,24,1,1,1,1,1,23,2,2,24,1
1,23,2,2,2,2,24,1,23,24,7,7,7,7,7,23,2,2,24,1
1,26,22,22,22,22,25,1,26,25,1,1,1,1,1,26,22,22,25,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
