1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,27,21,21,21,28,1,1,27,21,28,1,1,1,1,1
1,1,1,1,1,23,2,2,2,24,1,1,23,3,24,1,1,1,1,1
1,1,1,1,1,23,2,2,2,24,1,1,23,2,24,1,1,1,1,1
1,1,1,1,1,23,2,2,2,24,1,1,26,22,25,1,1,1,1,1
1,1,1,1,1,23,2,2,2,24,1,1,4,4,4,1,1,1,1,1
1,1,1,1,1,23,2,2,2,24,1,1,4,4,4,1,1,1,1,1
1,1,1,1,1,23,2,29,22,33,21,21,21,21,28,1,1,1,1,1
1,1,1,1,1,23,2,24,1,23,2,2,2,2,24,1,1,1,1,1
1,1,1,1,1,23,2,31,21,32,2,2,2,2,24,1,1,1,1,1
1,1,1,1,1,26,22,22,22,22,22,22,22,22,25,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
