1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,27,21,21,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,23,2,2,31,21,21,21,21,21,21,21,28,4,27,21,28,1,1
1,1,23,2,2,2,29,22,22,22,22,22,30,24,4,23,2,24,1,1
1,1,23,29,22,30,24,1,1,1,1,1,23,24,4,26,22,25,1,1
1,1,23,24,1,23,24,1,27,21,28,1,23,24,1,10,10,10,1,1
1,1,26,25,1,26,25,7,23,3,24,10,23,24,1,10,10,10,1,1
1,1,4,4,1,10,10,1,26,22,25,1,23,24,1,1,10,10,1,1
1,1,4,4,1,10,10,1,1,8,1,1,23,24,1,1,10,10,1,1
1,1,27,28,1,27,21,21,21,21,21,21,32,24,4,4,27,28,1,1
1,1,23,24,1,23,2,9,2,9,2,9,2,24,4,4,26,25,1,1
1,1,23,24,1,23,9,2,9,2,9,2,2,24,1,1,10,10,1,1
1,1,23,24,1,23,2,9,2,9,2,9,2,24,1,1,10,10,1,1
1,1,23,24,1,23,9,2,9,2,9,2,9,24,1,10,10,10,1,1
1,1,23,24,4,23,2,9,2,9,2,9,2,24,4,27,21,28,1,1
1,1,23,24,4,23,9,2,9,2,9,2,2,24,4,23,2,24,1,1
1,1,26,25,4,26,22,22,22,22,22,22,22,25,4,26,22,25,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
